source,symbol,link,date,title,content
머니투데이,053620,/news/news_read.nhn?article_id=0004093407&office_id=008&mode=search&query=태양&page=2,2018-08-20 09:44,한화 '해피선샤인과 함께하는 태양의 숲' 응원 이벤트,"[머니투데이 안정준 기자] ['응원 에너지' 적립해 묘목장에 태양광 패널 기증] 중국 닝샤 지역 사막에 한화 태양의 숲을 조성하기 전(좌/2013년)과 후(우/2017년)의 모습./사진제공=한화 한화그룹은 '2018 해피선샤인과 함께 하는 태양의 숲' 응원 이벤트를 진행하고 있다고 20일 밝혔다. 오는 26일까지 관련 이벤트 홈페이지에 남긴 응원 메시지가 누적돼 '응원 에너지' 목표를 달성하면, 한화가 태양광 패널을 묘목장에 기증한다. 참가자들 중 추첨을 통해 반려나무 화분(200명), 미니텀블러(50명), 아메리카노(200명) 등의 경품을 증정한다. 응원 메시지를 남기면 메시지 하나당 3Wh, 이벤트 홈페이지를 개인 SNS에 공유하면 2Wh의 응원 에너지가 적립된다. 응원에너지 1만5000Wh(와트아워)가 적립되면 경기도 이천에 위치한 묘목장에 1만5000Wh에 해당하는 태양광 패널을 기증하게 된다. 응원 메시지 이벤트는 20일 현재 6만9770Wh로 당초 계획한 목표치를 훨씬 상회하고 있다. 그룹 관계자는 "" 나무를 키우기 위해 온도와 습도 및 조명을 유지하는데 전기가 필요한데 기존 묘목장은 화석 연료를 사용해 왔다""며 ""태양광을 통해 탄소와 미세먼지 없이 자라난 나무들이 대한민국 곳곳에 숲을 이룰 것""이라고 말했다."
전자신문,053620,/news/news_read.nhn?article_id=0002734421&office_id=030&mode=search&query=태양&page=1,2018-08-20 11:05,"한화그룹, 26일까지 해피선샤인과 함께하는 태양의 숲 응원 이벤트","한화그룹이 '2018 한화 해피선샤인과 함께 하는 태양의 숲' 응원 이벤트를 진행한다고 20일 밝혔다. 한화그룹이 중국 닝샤 지역 사막에 한화 태양의 숲을 조성하기 전(왼쪽, 2013년)과 후(오른쪽, 2017년) 모습. [자료:한화그룹] 오는 26일까지 해피선샤인 이벤트 홈페이지에 응원 메시지를 남기고 응원 에너지가 목표를 달성할 경우 태양광 패널을 묘목장에 기증한다. 이벤트에 참여자가 응원 메시지를 남기면 하나당 3Wh, 이벤트 홈페이지를 개인 SNS에 공유하면 2Wh의 응원 에너지를 적립하게 된다. 응원에너지 1만5000Wh가 적립되면 경기도 이천에 위치한 묘목장에 1만5000Wh에 해당하는 태양광 패널을 기증하게 된다. 응원 메시지 이벤트는 20일 현재 6만9770Wh로 당초 계획한 목표치를 상회하고 있다. 한화그룹은 이벤트 참여자에게 추첨을 통해 반려나무 화분(200명), 미니텀블러(50명), 아메리카노(200명) 등 경품을 증정한다. 한화 해피선샤인은 복지기관, 섬마을 등 에너지가 꼭 필요한 곳에 친환경 에너지인 태양광 발전설비를 기부하는 사회공헌 활동이다. 2011년부터 시작해 현재까지 전국 217개 국내 사회복지시설에 태양광 발전설비를 무료로 설치했다. 총 1527㎾의 태양광 발전설비를 지원해 복지시설의 전기료를 절약하고 환경보호를 실천하고 있다."
매일경제,053620,/news/news_read.nhn?article_id=0004203782&office_id=009&mode=search&query=태양&page=1,2018-08-20 10:55,"한화, `해피선샤인과 함께 하는 태양의 숲` 이벤트&hellip;목표치 상회","중국 닝샤지역 사막에 한화 태양의 숲을 조성하기 전(좌)과 후(우). [사진제공 = 한화] 한화그룹이 '2018 한화 해피선샤인과 함께 하는 태양의 숲' 응원 이벤트를 진행한다. 20일 한화그룹에 따르면 지난 27일부터 오는 26일까지 해피선샤인 이벤트 홈페이지에 응원 메시지를 남기고 응원 에너지가 목표를 달성할 경우 태양광 패널을 묘목장에 기증하게 된다. 아울러 참여자에게 추첨을 통해 반려나무 화분(200명), 미니텀블러(50명), 아메리카노(200명) 등의 경품을 증정한다. '한화 해피선샤인'은 복지기관, 섬마을 등 에너지가 꼭 필요한 곳에 친환경 에너지인 태양광 발전설비를 기부하는 사회공헌 활동이다. 2011년부터 시작해 현재까지 전국 217개 국내 사회복지시설에 태양광 발전설비를 무료로 설치했다. 총 1527kW의 태양광 발전설비를 지원해 복지시설의 전기료를 절약하고 환경보호를 실천하고 있다. 이벤트 참여자가 응원 메시지를 남기면 하나당 3Wh, 이벤트 홈페이지를 개인 SNS에 공유하면 2Wh의 응원 에너지를 적립하게 된다. 응원에너지 1만5000Wh가 적립되면 경기도 이천에 위치한 묘목장에 1만5000Wh에 해당하는 태양광 패널을 기증하게 된다. 이 묘목장에서 탄소와 미세먼지 없이 자라난 나무들이 대한민국 곳곳에 숲을 이루게 될 예정이다. 응원 메시지 이벤트는 이날 현재 6만9770Wh로 당초 계획한 목표치를 훨씬 웃돌고 있다. 응원 메시지에는 지구의 미래와 환경, 그리고 우리 아이들의 미래를 생각하는 내용이 많았다. '더 나은 내일을 위해 해피선샤인', '건강한 우리 아이들의 미래를 위해 응원해요', '푸르고 시원한 지구를 만드는 따스한 붉은 빛' 등이 있었다. 그리고 '친환경 한화? 어떻게 한화? 궁금한화?', '해피선샤인 행복선샤인 지구특공대'와 같이 재치있고 발랄한 문구들도 눈에 띄었다. 이번 이벤트에서 초과 달성한 응원 에너지는 다음 '한화 태양의 숲' 캠페인에서 더 많은 숲을 조성하는데 사용할 계획이다. [디지털뉴스국 이상규 기자] r_start // r_end //"
아이뉴스24,053620,/news/news_read.nhn?article_id=0000459448&office_id=031&mode=search&query=태양&page=2,2018-08-20 09:53,"한화, '해피선샤인 X 태양의 숲' 응원이벤트 진행","[아이뉴스24 이영웅 기자] 한화그룹이 '2018 한화 해피선샤인과 함께 하는 태양의 숲' 응원 이벤트를 진행하고 있다고 20일 밝혔다. 지난달 27일부터 오는 26일까지 해피선샤인 이벤트 홈페이지에 응원 메시지를 남기고 응원 에너지가 목표를 달성할 경우 태양광 패널을 묘목장에 기증하게 된다. 참여한 분들에게 추첨을 통해 반려나무 화분(200명), 미니텀블러(50명), 아메리카노(200명) 등의 경품을 증정한다. 이벤트에 참여한 분들의 응원 메시지를 남기면 하나당 3Wh, 이벤트 홈페이지를 개인 SNS에 공유하면 2Wh의 응원 에너지를 적립하게 된다. 응원에너지 1만5천Wh가 적립되면 경기도 이천에 위치한 묘목장에 1만5천Wh에 해당하는 태양광 패널을 기증하게 된다. 응원 메시지 이벤트는 8월 20일 현재 6만9천770Wh로 당초 계획한 목표치를 상회하고 있다. 응원 메시지에는 지구의 미래와 환경, 그리고 우리 아이들의 미래를 생각하는 내용이 많았다. '더 나은 내일을 위해 해피선샤인', '건강한 우리 아이의 미래를 위해 응원해요' 등이었다. 한화 해피선샤인은 복지기관, 섬마을 등 에너지가 꼭 필요한 곳에 친환경 에너지인 태양광 발전설비를 기부하는 사회공헌 활동이다. 2011년부터 시작해 현재까지 전국 217개 국내 사회복지시설에 태양광 발전설비를 무료로 설치했다. 총 1천527kW의 태양광 발전설비를 지원했다. 한화 태양의 숲은 사막화 지역 등에 숲을 조성해 이러한 기후 변화와 환경문제 해결에 앞장 서 온 사업이다. 몽골, 중국, 한국에 축구장 180여개(133만㎡)에 해당하는 부지에 49만 그루의 나무를 심어 숲을 조성해 왔다. 이 두 캠페인을 합친 것이 '한화 해피선샤인 X 태양의 숲' 프로젝트다. 묘목장에서 나무를 키우기 위해 물을 공급하고 온도와 습도 및 조명을 유지하는데 전기가 필요하다. 이는 태양광으로 사막화 방지 활동을 한 세계 최초의 사례로 UN 사막화방지협약(UNCD) 총회에도 소개되기도 했다. /이영웅기자"
파이낸셜뉴스,053620,/news/news_read.nhn?article_id=0004077933&office_id=014&mode=search&query=태양&page=1,2018-08-20 10:47,[fnRASSI]태양금속우(004105) 11.11% 상승,"태양금속우(004105)는 현재 주가가 전일 대비 11.11% 상승한 3,800원 선에서 거래가 이루어지고 있다. 외국인 보유량 감소, 기관 변화 없음 (5일 누적) 최근 5일간 동종목의 외국인 투자자는 678주 순매도하였고 반면 기관은 0주 순매수하였다. 전날 외국인은 705주 순매도했지만 기관은 순매수량이 0으로 보유비율 그대로 유지했다. 다음 표는 동종목의 외국인, 기관의 일별 순매수량을 나타낸 것이다. 상장주식수 대비 거래량은 0.57%로 적정수준 최근 한달간 태양금속우의 상장주식수 대비 거래량을 비교해보니 일별 매매회전율이 0.57%로 집계됐다. 그리고 동기간 장중 저점과 고점의 차이인 일평균 주가변동률을 3.5%를 나타내고 있다. 'fnRASSI'는 증권전문 기업 씽크풀과 파이낸셜뉴스의 협업으로 로봇기자가 실시간으로 생산하는 기사입니다."
서울경제,053620,/news/news_read.nhn?article_id=0003374794&office_id=011&mode=search&query=태양&page=2,2018-08-20 10:39,"&lt;유&gt;태양금속, 전일 대비 8.08% 상승.. 일일회전율은 0.29% 기록","[서울경제] 태양금속(004100) 은 20일 오전 10시 38분 현재 8.08% 오른 1,405원에 거래되고 있으며, 23(매도):77(매수)의 매수우위를 기록하고 있다. 거래대금은 1억4,403만, 거래량은 10만6,798주로 거래량회전율은 0.29%로 나타났다. 지난 1개월간 태양금속은 상승 11회, 하락 17회를 기록했고, 주가수익률은 1.81% 표준편차는 1.59%를 기록했다. 이 기간 ' 운수장비업 ' 업종 평균 주가수익률은 5.85%로 나타났으며, 변동성은 1.11%를 기록했다. 이 시각 현재 ' 운수장비업 '은 1.78% 상승 중이며, 56(매도):44(매수)의 매도우위를 기록하고 있다."
서울경제,053620,/news/news_read.nhn?article_id=0003374804&office_id=011&mode=search&query=태양&page=2,2018-08-20 10:45,"&quot;메시지 하나마다 응원 에너지 적립&quot;&middot;&middot;&middot;한화그룹, '태양의 숲' 조성 응원 이벤...","국 닝샤지역 사막에 한화 태양의 숲을 조성하기 전(왼쪽)과 조성 후의 모습. /사진제공=한화그룹 [서울경제] 한화(000880) 그룹이 홈페이지에 응원 메시지를 남기면 태양광 패널을 기증하는 ‘2018 한화 해피선샤인과 함께 하는 태양의 숲’ 응원 이벤트를 진행하고 있다고 20일 밝혔다. 응원 행사는 오는 26일까지 해피선샤인 이벤트 홈페이지에 응원 메시지를 남기면 메시지 하나당 3와트시(Wh), 이벤트 홈페이지를 개인 사회연결망서비스(SNS)에 공유하면 2Wh의 응원 에너지를 적립하게 되며 응원 에너지 1만5,000Wh가 적립되면 경기도 이천에 위치한 묘목장에 1만5,000Wh에 해당하는 태양광 패널을 기증하게 된다. 아울러, 참가자들에게 추첨을 통해 반려나무 화분(200명), 미니 텀블러(50명), 아메리카노(200명) 등의 경품을 증정한다. 한화그룹 관계자는 “20일 현재 6만9,770Wh로 이미 적립 목표치인 1만5,000Wh를 넘어섰다”며 “초과 달성한 응원 에너지는 다음 ‘한화 태양의 숲’ 캠페인에서 더 많은 숲을 조성하는 데 사용될 계획”이라고 말했다. ‘한화 해피선샤인’은 복지기관·섬마을 등 에너지가 꼭 필요한 곳에 친환경 에너지인 태양광 발전설비를 기부하는 사회공헌 활동이다. 지난 2011년부터 현재까지 전국 217개 국내 사회복지시설에 태양광 발전설비를 무료로 설치했으며, 총 1,527kW의 태양광 발전설비를 지원해 복지시설의 전기료를 절약하고 환경보호를 실천 중이다."
헤럴드경제,053620,/news/news_read.nhn?article_id=0001431214&office_id=016&mode=search&query=태양&page=2,2018-08-20 10:42,&lsquo;한화 해피선샤인과 함께 하는 태양의 숲&rsquo; 응원이벤트 진행,"중국 닝샤 지역 사막에 한화 태양의 숲을 조성하기 전(좌, 2013년)과 후(우, 2017년)의 모습 [제공=한화그룹] - 응원 메시지로 태양광 에너지 적립…한화그룹이 패널 기증 [헤럴드경제=이세진 기자] 한화그룹이 ‘2018 한화 해피선샤인과 함께 하는 태양의 숲’ 응원 이벤트를 오는 26일까지 진행한다고 20일 밝혔다. 이벤트는 홈페이지에 메시지를 남기고 응원 에너지가 목표를 달성하면 태양광 패널을 묘목장에 기증하는 내용으로 진행된다. 응원 메시지 한 개당 3Wh, 이벤트 홈페이지를 개인 SNS에 공유하면 2Wh의 응원 에너지를 적립하게 된다. 한화그룹은 응원에너지 1만5000Wh가 적립되면 경기도 이천에 위치한 묘목장에 1만5000Wh에 해당하는 태양광 패널을 기증한다. 이벤트는 20일 기준 6만9770Wh로 당초 계획한 목표치를 훨씬 상회하고 있다. 이번 이벤트에서 초과 달성한 응원 에너지는 다음 ‘한화 태양의 숲’ 캠페인에서 더 많은 숲을 조성하는데 사용될 계획이다. ‘한화 해피선샤인’은 복지기관, 섬마을 등 에너지가 꼭 필요한 곳에 친환경 에너지인 태양광 발전설비를 기부하는 사회공헌 활동이다. 2011년부터 시작돼 현재까지 전국 217개 국내 사회복지시설에 태양광 발전설비가 무료로 설치됐다. 총 1527kW의 태양광 발전설비를 지원해 복지시설의 전기료를 절약하고 환경보호를 실천하고 있다. 한화그룹의 또 다른 사회공헌 활동인 ‘한화 태양의 숲’은 사막화 지역에 숲을 조성해 기후 변화와 환경문제 해결에 앞장서고 있다. 몽골, 중국, 한국 등에 133만㎡ 부지에 49만 그루의 나무를 심어 숲을 조성해 왔다. 한화그룹 측은 ‘한화 해피선샤인 X 태양의 숲’ 프로젝트로 묘목 생장에 필요한 전기를 친환경적으로 만드는 방법을 고안했다고 밝혔다. 회사 측에 따르면 중국 닝샤 지역 사막에 진행된 프로젝트는 태양광으로 사막화 방지 활동을 한 세계 최초의 사례로 UN 사막화방지협약(UNCD) 총회에도 소개됐다."
파이낸셜뉴스,053620,/news/news_read.nhn?article_id=0004077932&office_id=014&mode=search&query=태양&page=1,2018-08-20 10:47,[fnRASSI]태양금속(004100) 18.08% 상승,"태양금속(004100)은 현재 주가가 전일 대비 18.08% 상승한 1,535원 선에서 거래가 이루어지고 있다. 기관/개인 순매수, 외국인은 순매도(한달누적)  8월3일부터 기관이 10거래일 연속 순매수 행진을 벌이고 있다. 4주간을 기준으로 보면 기관이 매매관점을 매도에서 매수로 전환하면서 2,580주를 순매수했고, 개인들도 방향성있는 매매를 하면서 112,320주를 순매수했다. 반면 그 동안 외국인은 매도쪽으로 방향을 잡으면서 114,900주를 순매도했다. 기관투자자 연속 1일 순매도 최근 5일간 동종목의 외국인 투자자는 20,478주 순매도하였고 반면 기관은 66주 순매수하였다. 전날 두 주체 각각 2,349주, 66주 순매수하며 보유 비율을 늘렸다. 다음 표는 동종목의 외국인, 기관의 일별 순매수량을 나타낸 것이다. 'fnRASSI'는 증권전문 기업 씽크풀과 파이낸셜뉴스의 협업으로 로봇기자가 실시간으로 생산하는 기사입니다."
한국경제,053620,/news/news_read.nhn?article_id=0003996018&office_id=015&mode=search&query=태양&page=2,2018-08-16 07:52,"오리온 '태양의 맛 썬', 재출시 4개월 만에 1000만 봉 판매 돌파","사진=오리온 제공 오리온은 ‘태양의 맛 썬’(이하 썬)이 재출시 4개월 만에 누적판매량 1000만 봉을 돌파했다고 16일 밝혔다. 매출액으로는 95억원에 달하며, 공장 화재로 인해 생산이 중단된 2년 전 대비 판매량이 30% 이상 증가했다. 지난 4월 재출시된 썬은 매달 최고 매출액을 갱신하는 등 이례적인 성장세를 보이고 있다. 이 같은 성과는 지난해 최고 히트상품인 '꼬북칩' 초기 판매량과 맞먹는 것으로, 오리온은 썬의 가파른 매출 상승세에 생산량을 더욱 늘리는 한편 올 하반기 중 두번째 맛을 출시할 계획이다. 오리온은 소비자들의 요청으로 썬 재출시를 결정했다는 점이 SNS 소통 문화에 익숙한 2030세대들에게 큰 반향을 불러일으킨 것으로 분석하고 있다. ‘태양이 다시 돌아왔다’는 메시지로 제작된 바이럴 영상은 실제 학생들의 참여형 콘텐츠로 큰 화제를 모으며 조회수 300만 회를 넘어서기도 했다. SNS와 온라인 커뮤니티에서는 소비자 의견을 적극 반영했다는 긍정적인 반응이 이어지며 ‘손꼽아 기다린 맛’, ‘기다렸다 먹으니 더 맛있네’, ‘2년 만에 돌아왔구나’ 등 수천 개 댓글이 올라오고 있다. 썬은 통곡물의 고소한 맛과 매콤한 감칠맛을 조화시킨 스낵으로, 굴곡진 모양 사이로 배어든 진한 양념과 바삭한 식감이 특징이다. 2년 전 공장 화재로 생산라인이 소실돼 불가피하게 생산이 중단됐으나 소비자들의 적극적인 재출시 요청이 잇따르자 재생산을 결정했다. 특히 썬은 오리온과 농협이 합작 설립한 오리온농협 밀양공장에서 만든 첫 제품이다. 오리온 관계자는 “재출시 된 썬이 예전의 인기를 능가하며 꼬북칩과 함께 차세대 스낵시장을 이끌 강력한 브랜드로 등극했다”며 “신제품 개발 및 마케팅 활동에 소비자들의 의견을 적극 반영해 만족도를 높이는 데 주력할 것”이라고 말했다. 조아라 한경닷컴 기자"
